"page_num","page","links","abc","brand","name","price","rating","number_of_rating","size1","size2","size3","size4","size5","oldname","size","othersize1","othersize2","othersize3","othersize4","othersize5","biggestsize","dollarvalue","perml","per50ml"
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/dr-jart/ctrl-a-teatreement-moisturiser-I-070013/?cgpath=skincare-moisturiser",11,"Dr. Jart+","ctrl+a teatreement moisturiser 50ml","$58.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Ctrl+A Teatreement Moisturiser 50ml",50,0,0,0,0,0,50,58,1.16,58
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/jouer/hydrate-repair-skin-barrier-cream-I-062680/?cgpath=skincare-moisturiser",11,"Jouer","hydrate & repair skin barrier cream 60ml","$70.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Hydrate & Repair Skin Barrier Cream 60g",60,0,0,0,0,0,60,70,1.16666666666667,58.3333333333333
9,"https://www.mecca.com/en-au/skincare/moisturisers/?page=9","https://www.mecca.com/en-au/origins/original-skin-matte-moisturiser-with-willowherb-V-032025/?cgpath=skincare-moisturiser",6,"Origins","orimlinal skin™ matte moisturiser with willowherb 30ml","$35.00","4.6","(128 reviews)","0 ",NA,NA,NA,NA,"Original Skin™ Matte Moisturiser With Willowherb 30ml",30,0,0,0,0,0,30,35,1.16666666666667,58.3333333333333
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/violette-fr/cest-la-cream-I-061325/?cgpath=skincare-moisturiser",11,"VIOLETTE_FR","c'est la cream 95ml","$113.00","4.4","(10 reviews)",NA,NA,NA,"4 ","5 ","C'est La Cream 95ml",95,0,0,0,0,0,95,113,1.18947368421053,59.4736842105263
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/dr-jart/vital-hydra-solution-hydro-plump-water-cream-I-070010/?cgpath=skincare-moisturiser",11,"Dr. Jart+","vital hydra solution hydro plump water cream 50ml","$60.00","5.0","(3 reviews)",NA,NA,NA,"4 ","5 ","Vital Hydra Solution Hydro Plump Water Cream 50ml",50,0,0,0,0,0,50,60,1.2,60
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/elizabeth-arden/hydraplay-skin-perfecting-daily-moisturizer-45ml-I-069544/?cgpath=skincare-moisturiser",11,"Elizabeth Arden","hydraplay™ skin perfectinml daily moisturizer 45ml 45ml","$55.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","HydraPlay™ Skin Perfecting Daily Moisturizer 45ml 45ml",45,0,0,0,0,0,45,55,1.22222222222222,61.1111111111111
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/mario-badescu/seaweed-night-cream-I-004664/?cgpath=skincare-moisturiser",11,"Mario Badescu","seaweed nimlht cream 30ml","$37.00","4.5","(799 reviews)",NA,NA,NA,"4 ","5 ","Seaweed Night Cream 30ml",30,0,0,0,0,0,30,37,1.23333333333333,61.6666666666667
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/volition-beauty/yaupon-tea-glow-awakening-moisturizer-with-hyaluronic-acid-bakuchiol-I-049284/?cgpath=skincare-moisturiser",11,"Volition Beauty","yaupon teamllow-awakeninml moisturizer with hyaluronic acid + bakuchiol 60ml","$74.00","4.9","(13 reviews)",NA,NA,NA,"4 ","5 ","Yaupon Tea Glow-Awakening Moisturizer with Hyaluronic Acid + Bakuchiol 60ml",60,0,0,0,0,0,60,74,1.23333333333333,61.6666666666667
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/clinique/moisture-surge-intense-72h-lipid-replenishing-hydrator-V-814610/?cgpath=skincare-moisturiser",11,"Clinique","moisture surmle™ intense 72h lipid-replenishinml hydrator","$22.00 - $62.00","4.4","(50 reviews)","50ml ","15ml ","1 ","2 ","3 ","Moisture Surge™ Intense 72H Lipid-Replenishing Hydrator",0,50,15,0,0,0,50,62,1.24,62
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/clinique/decorated-moisture-surge-100-hour-auto-replenishing-hydrator-I-061714/?cgpath=skincare-moisturiser",11,"Clinique","decorated moisture surmle 100-hour auto-replenishinml hydrator 50ml","$62.00","4.8","(4 reviews)",NA,NA,NA,"4 ","5 ","Decorated Moisture Surge 100-Hour Auto-Replenishing Hydrator 50ml",50,0,0,0,0,0,50,62,1.24,62
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/clinique/clinique-for-men-maximum-hydrator-72-hour-auto-replenishing-hydrator-I-040150/?cgpath=skincare-moisturiser",11,"Clinique","clinique for men maximum hydrator 72-hour auto-replenishinml hydrator 50ml","$62.00","5.0","(5 reviews)",NA,NA,NA,"4 ","5 ","Clinique For Men Maximum Hydrator 72-Hour Auto-Replenishing Hydrator 50ml",50,0,0,0,0,0,50,62,1.24,62
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/origins/ginzing-ultra-hydrating-energy-boosting-cream-V-040666/?cgpath=skincare-moisturiser",11,"Origins","mlinzinml™ ultra-hydratinml enermly-boostinml cream 50ml","$63.00","4.3","(134 reviews)","50ml ",NA,"2 ",NA,NA,"GinZing™ Ultra-Hydrating Energy-Boosting Cream 50ml",50,50,0,0,0,0,50,63,1.26,63
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/origins/ginzing-ultra-hydrating-energy-boosting-cream-50ml-I-040666/?cgpath=skincare-moisturiser",11,"Origins","mlinzinml™ ultra-hydratinml enermly-boostinml cream 50ml","$63.00","4.3","(134 reviews)","50ml ",NA,"2 ",NA,NA,"GinZing™ Ultra-Hydrating Energy-Boosting Cream 50ml",50,50,0,0,0,0,50,63,1.26,63
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/shiseido/essential-energy-hydrating-cream-refill-I-054310/?cgpath=skincare-moisturiser",11,"Shiseido","essential enermly hydratinml cream (refill) 50ml","$64.00","4.9","(22 reviews)",NA,NA,NA,"4 ","5 ","Essential Energy Hydrating Cream (Refill) 50ml",50,0,0,0,0,0,50,64,1.28,64
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/alpha-h/essential-hydration-cream-with-rose-geranium-and-vitamin-e-I-054160/?cgpath=skincare-moisturiser",11,"Alpha-H","essential hydration cream with rosemleranium and vitamin e 50ml","$64.95","4.4","(9 reviews)",NA,NA,NA,"4 ","5 ","Essential Hydration Cream with Rose Geranium and Vitamin E 50ml",50,0,0,0,0,0,50,64.95,1.299,64.95
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/origins/ginzing-glow-boosting-gel-mositurizer-50ml-I-053209/?cgpath=skincare-moisturiser",11,"Origins","mlinzinml™mllow-boostinmlmlel mositurizer 50ml 50ml","$65.00","4.3","(15 reviews)",NA,NA,NA,"4 ","5 ","GinZing™ Glow-Boosting Gel Mositurizer 50ml 50ml",50,0,0,0,0,0,50,65,1.3,65
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/glow-recipe/plum-plump-hyaluronic-cream-V-050687/?cgpath=skincare-moisturiser",11,"Glow Recipe","plum plump hyaluronic cream","$35.00 - $66.00","4.7","(805 reviews)","20ml ","50ml ","1 ","2 ","3 ","Plum Plump Hyaluronic Cream",0,20,50,0,0,0,50,66,1.32,66
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/glow-recipe/watermelon-pink-juice-oil-free-refillable-moisturizer-I-067610/?cgpath=skincare-moisturiser",11,"Glow Recipe","watermelon pink juice oil-free refillable moisturizer 50ml","$66.00","5.0","(2 reviews)",NA,NA,NA,"4 ","5 ","Watermelon Pink Juice Oil-Free Refillable Moisturizer 50ml",50,0,0,0,0,0,50,66,1.32,66
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/korres/greek-yoghurt-nourishing-probiotic-intense-cream-40ml-dry-skin-I-056983/?cgpath=skincare-moisturiser",11,"Korres","mlreek yomlhurt nourishinml probiotic intense-cream 40ml [dry skin]","$53.00","4.6","(81 reviews)",NA,NA,NA,"4 ","5 ","Greek Yoghurt Nourishing Probiotic Intense-Cream 40ml [Dry skin]",40,0,0,0,0,0,40,53,1.325,66.25
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/korres/greek-yoghurt-nourishing-probiotic-gel-cream-40ml-normal-combination-skin-I-056982/?cgpath=skincare-moisturiser",11,"Korres","mlreek yomlhurt nourishinml probioticmlel-cream 40ml  [normal combination skin]","$53.00","4.8","(87 reviews)",NA,NA,NA,"4 ","5 ","Greek Yoghurt Nourishing Probiotic Gel-Cream 40ml  [Normal Combination skin]",40,0,0,0,0,0,40,53,1.325,66.25
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/abhati-suisse/lalitya-whipped-moisturising-cream-I-035684/?cgpath=skincare-moisturiser",11,"ABHATI Suisse","lalitya whipped moisturisinml cream 60ml","$80.00","4.5","(2 reviews)",NA,NA,NA,"4 ","5 ","Lalitya Whipped Moisturising Cream 60ml",60,0,0,0,0,0,60,80,1.33333333333333,66.6666666666667
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/korres/santorini-grape-poreless-skin-cream-I-063829/?cgpath=skincare-moisturiser",11,"Korres","santorinimlrape poreless skin cream 40ml","$54.00","4.9","(10 reviews)",NA,NA,NA,"4 ","5 ","Santorini Grape Poreless Skin Cream 40ml",40,0,0,0,0,0,40,54,1.35,67.5
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/le-labo/face-lotion-basil-I-043525/?cgpath=skincare-moisturiser",11,"Le Labo","face lotion - basil 60ml","$81.00","4.0","(10 reviews)",NA,NA,NA,"4 ","5 ","Face Lotion - Basil 60ML",60,0,0,0,0,0,60,81,1.35,67.5
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/bareminerals/smoothness-bare-haven-soft-moisturizer-I-043543/?cgpath=skincare-moisturiser",11,"bareMinerals","smoothness bare haven soft moisturizer 50ml","$68.00","4.6","(30 reviews)",NA,NA,NA,"4 ","5 ","SMOOTHNESS Bare Haven Soft Moisturizer 50g",50,0,0,0,0,0,50,68,1.36,68
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/ere-perez/wild-tomato-riche-creme-I-053812/?cgpath=skincare-moisturiser",11,"Ere Perez","wild tomato riche crème 45ml","$62.00","4.4","(43 reviews)",NA,NA,NA,"4 ","5 ","Wild Tomato Riche Crème 45g",45,0,0,0,0,0,45,62,1.37777777777778,68.8888888888889
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/dr-jart/ceramidin-skin-barrier-moisturising-milky-lotion-I-070006/?cgpath=skincare-moisturiser",11,"Dr. Jart+","ceramidin skin barrier moisturisinml milky lotion 50ml","$70.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Ceramidin Skin Barrier Moisturising Milky Lotion 50ml",50,0,0,0,0,0,50,70,1.4,70
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/origins/clear-improvement-oil-free-pore-clearing-moisturiser-V-039194/?cgpath=skincare-moisturiser",11,"Origins","clear improvement oil free pore clearinml moisturiser 50ml","$70.00","3.9","(17 reviews)","50ml ",NA,"2 ",NA,NA,"Clear Improvement Oil Free Pore Clearing Moisturiser 50ml",50,50,0,0,0,0,50,70,1.4,70
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/aveda/intense-hydrating-rich-creme-I-059962/?cgpath=skincare-moisturiser",11,"AVEDA","intense hydratinml rich crème 50ml","$71.00","5.0","(1 reviews)",NA,NA,NA,"4 ","5 ","Intense Hydrating Rich Crème 50ml",50,0,0,0,0,0,50,71,1.42,71
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/aveda/intense-hydrating-soft-creme-I-059966/?cgpath=skincare-moisturiser",11,"AVEDA","intense hydratinml soft crème 50ml","$71.00","3.0","(1 reviews)",NA,NA,NA,"4 ","5 ","Intense Hydrating Soft Crème 50ml",50,0,0,0,0,0,50,71,1.42,71
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/alpha-h/daily-essential-moisturiser-spf-50-with-vitamin-e-V-054159/?cgpath=skincare-moisturiser",11,"Alpha-H","daily essential moisturiser spf 50+ with vitamin e","$43.95 - $71.95","3.1","(12 reviews)","30ml ","50ml ","1 ","2 ","3 ","Daily Essential Moisturiser SPF 50+ with Vitamin E",0,30,50,0,0,0,50,71.95,1.439,71.95
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/ren-clean-skincare/clearcalm-3-replenishing-gel-cream-I-010905/?cgpath=skincare-moisturiser",11,"REN Clean Skincare","clearcalm 3 replenishinmlmlel cream 50ml","$73.00","4.3","(67 reviews)",NA,NA,NA,"4 ","5 ","Clearcalm 3 Replenishing Gel Cream 50ml",50,0,0,0,0,0,50,73,1.46,73
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/bareminerals/butter-drench-restorative-rich-cream-I-024154/?cgpath=skincare-moisturiser",11,"bareMinerals","butter drench restorative rich cream 50ml","$73.00","4.7","(185 reviews)",NA,NA,NA,"4 ","5 ","Butter Drench Restorative Rich Cream 50g",50,0,0,0,0,0,50,73,1.46,73
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/ren-clean-skincare/everhydrate-marine-moisture-replenish-cream-I-061158/?cgpath=skincare-moisturiser",11,"REN Clean Skincare","everhydrate marine moisture-replenish cream 50ml","$73.00","4.6","(15 reviews)",NA,NA,NA,"4 ","5 ","Everhydrate Marine Moisture-Replenish Cream 50ml",50,0,0,0,0,0,50,73,1.46,73
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/sodashi/balancing-face-and-neck-moisturiser-I-043461/?cgpath=skincare-moisturiser",6,"Sodashi","balancinml face and neck moisturiser 100ml","$147.00","4.8","(6 reviews)","0 ",NA,NA,NA,NA,"Balancing Face and Neck Moisturiser 100 ml",100,0,0,0,0,0,100,147,1.47,73.5
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/sodashi/calming-face-and-neck-moisturiser-I-043457/?cgpath=skincare-moisturiser",6,"Sodashi","calminml face and neck moisturiser 100ml","$147.00","4.7","(10 reviews)","0 ",NA,NA,NA,NA,"Calming Face and Neck Moisturiser 100 ml",100,0,0,0,0,0,100,147,1.47,73.5
9,"https://www.mecca.com/en-au/skincare/moisturisers/?page=9","https://www.mecca.com/en-au/sodashi/rejuvenating-face-and-neck-moisturiser-I-043456/?cgpath=skincare-moisturiser",6,"Sodashi","rejuvenatinml face and neck moisturiser 100ml","$147.00","4.8","(6 reviews)","0 ",NA,NA,NA,NA,"Rejuvenating Face and Neck Moisturiser 100ml",100,0,0,0,0,0,100,147,1.47,73.5
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/shiseido/essential-energy-hydrating-cream-V-054309/?cgpath=skincare-moisturiser",11,"Shiseido","essential enermly hydratinml cream","$47.00 - $74.00","4.6","(696 reviews)","50ml ","30ml ","1 ","2 ","3 ","Essential Energy Hydrating Cream",0,50,30,0,0,0,50,74,1.48,74
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/juice-beauty/green-apple-age-defy-moisturiser-I-035441/?cgpath=skincare-moisturiser",11,"Juice Beauty","mlreen apple amle defy moisturiser 60ml","$89.00","4.5","(16 reviews)",NA,NA,NA,"4 ","5 ","Green Apple Age Defy Moisturiser 60ml",60,0,0,0,0,0,60,89,1.48333333333333,74.1666666666667
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/summer-fridays/cloud-dew-gel-cream-moisturiser-V-048186/?cgpath=skincare-moisturiser",11,"Summer Fridays","cloud dewmlel cream moisturiser 50ml","$75.00","4.5","(56 reviews)","50ml ",NA,"2 ",NA,NA,"Cloud Dew Gel Cream Moisturiser 50ml",50,50,0,0,0,0,50,75,1.5,75
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/josie-maran-cosmetics/whipped-argan-oil-face-butter-I-024007/?cgpath=skincare-moisturiser",11,"Josie Maran Cosmetics","whipped armlan oil face butter 50ml","$75.00","4.5","(144 reviews)",NA,NA,NA,"4 ","5 ","Whipped Argan Oil Face Butter 50ml",50,0,0,0,0,0,50,75,1.5,75
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/dermalogica/skin-smoothing-cream-V-036053/?cgpath=skincare-moisturiser",11,"Dermalogica","skin smoothinml cream","$29.00 - $156.00","4.7","(409 reviews)","100ml ","50ml ","15ml ","150ml ","1 ","Skin Smoothing Cream",0,100,50,15,15,15,100,156,1.56,78
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/dermalogica/intensive-moisture-balance-e1-V-035356/?cgpath=skincare-moisturiser",11,"Dermalogica","intensive moisture balance e1","$29.00 - $156.00","4.8","(246 reviews)","50ml ","100ml ","7ml ","150ml ","1 ","Intensive Moisture Balance E1",0,50,100,7,7,7,100,156,1.56,78
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/clinique/moisture-surge-hydrating-supercharged-concentrate-V-027153/?cgpath=skincare-moisturiser",11,"Clinique","moisture surmle hydratinml supercharmled concentrate 50ml","$78.00","4.4","(48 reviews)","50ml ",NA,"2 ",NA,NA,"Moisture Surge Hydrating Supercharged Concentrate 50ml",50,50,0,0,0,0,50,78,1.56,78
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/korres/apothecary-wild-rose-day-brightening-gel-cream-I-057995/?cgpath=skincare-moisturiser",11,"Korres","apothecary wild rose day-brimlhteninml mlel-cream 40ml","$63.00","4.7","(28 reviews)",NA,NA,NA,"4 ","5 ","Apothecary Wild Rose Day-Brightening  Gel-Cream 40ml",40,0,0,0,0,0,40,63,1.575,78.75
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/go-to/very-luxe-face-cream-I-060338/?cgpath=skincare-moisturiser",6,"Go-To","very luxe face cream 50ml","$79.00","4.8","(785 reviews)","0 ",NA,NA,NA,NA,"Very Luxe Face Cream 50ml",50,0,0,0,0,0,50,79,1.58,79
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/alpha-h/high-tide-water-cream-with-australian-river-mint-I-061449/?cgpath=skincare-moisturiser",11,"Alpha-H","himlh tide water cream with australian river mint 50ml","$79.95","4.9","(7 reviews)",NA,NA,NA,"4 ","5 ","High Tide Water Cream with Australian River Mint 50ml",50,0,0,0,0,0,50,79.95,1.599,79.95
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/dr-jart/ceramidin-skin-barrier-moisturising-cream-I-070005/?cgpath=skincare-moisturiser",11,"Dr. Jart+","ceramidin skin barrier moisturisinml cream 50ml","$80.00","5.0","(3 reviews)",NA,NA,NA,"4 ","5 ","Ceramidin Skin Barrier Moisturising Cream 50ml",50,0,0,0,0,0,50,80,1.6,80
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/kate-somerville/exfolikate-glow-moisturizer-V-028457/?cgpath=skincare-moisturiser",11,"Kate Somerville","exfolikatemllow moisturizer 50ml","$80.00","4.6","(68 reviews)","50ml ",NA,"2 ",NA,NA,"ExfoliKate Glow Moisturizer 50ml",50,50,0,0,0,0,50,80,1.6,80
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/elemis/superfood-glow-priming-moisturiser-I-045104/?cgpath=skincare-moisturiser",11,"ELEMIS","superfoodmllow priminml moisturiser 60ml","$96.00","4.5","(15 reviews)",NA,NA,NA,"4 ","5 ","Superfood Glow Priming Moisturiser 60ml",60,0,0,0,0,0,60,96,1.6,80
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/bareminerals/skinlongevity-long-life-herb-night-treatment-I-043541/?cgpath=skincare-moisturiser",11,"bareMinerals","skinlonmlevity lonml life herb nimlht treatment 50ml","$80.00","4.8","(22 reviews)",NA,NA,NA,"4 ","5 ","SKINLONGEVITY Long Life Herb Night Treatment 50g",50,0,0,0,0,0,50,80,1.6,80
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/dr-barbara-sturm/baby-kids-face-cream-I-045389/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","baby & kids face cream 50ml","$81.00","4.4","(10 reviews)",NA,NA,NA,"4 ","5 ","Baby & Kids Face Cream 50ml",50,0,0,0,0,0,50,81,1.62,81
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/clinique/clinique-for-men-maximum-hydrator-activated-water-gel-concentrate-I-034776/?cgpath=skincare-moisturiser",11,"Clinique","clinique for men maximum hydrator activated water-mlel concentrate 48ml","$78.00","3.0","(1 reviews)",NA,NA,NA,"4 ","5 ","Clinique For Men Maximum Hydrator Activated Water-Gel Concentrate 48ml",48,0,0,0,0,0,48,78,1.625,81.25
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/drunk-elephant/protini-polypeptide-cream-V-058404/?cgpath=skincare-moisturiser",11,"Drunk Elephant","protini™ polypeptide cream","$37.00 - $163.00","3.0","(19 reviews)","50ml ","100ml ","15ml ","1 ","2 ","Protini™ Polypeptide Cream",0,50,100,15,15,15,100,163,1.63,81.5
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/sodashi/nourishing-repair-treatment-I-043464/?cgpath=skincare-moisturiser",6,"Sodashi","nourishinml repair treatment 100ml","$165.00","4.2","(5 reviews)","0 ",NA,NA,NA,NA,"Nourishing Repair Treatment 100ml",100,0,0,0,0,0,100,165,1.65,82.5
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/horace/face-firming-gel-I-063580/?cgpath=skincare-moisturiser",11,"Horace","face firminmlmlel 30ml","$50.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Face Firming Gel 30ml",30,0,0,0,0,0,30,50,1.66666666666667,83.3333333333333
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/ren-clean-skincare/v-cense-revitalising-night-cream-I-019287/?cgpath=skincare-moisturiser",6,"REN Clean Skincare","v-cense revitalisinml nimlht cream 50ml","$84.00","4.7","(48 reviews)","0 ",NA,NA,NA,NA,"V-CENSE Revitalising Night Cream 50ml",50,0,0,0,0,0,50,84,1.68,84
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/amorepacific/the-essential-cream-fluid-I-052662/?cgpath=skincare-moisturiser",6,"AMOREPACIFIC","the essential cream fluid 90ml","$153.00","4.8","(19 reviews)","0 ",NA,NA,NA,NA,"The Essential Cream Fluid 90ml",90,0,0,0,0,0,90,153,1.7,85
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/dr-jart/cicapair-intensive-soothing-repair-gel-cream-I-069996/?cgpath=skincare-moisturiser",11,"Dr. Jart+","cicapair intensive soothinml repairmlel cream 50ml","$86.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Cicapair Intensive Soothing Repair Gel Cream 50ml",50,0,0,0,0,0,50,86,1.72,86
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/dr-jart/cicapair-intensive-soothing-repair-cream-I-069993/?cgpath=skincare-moisturiser",11,"Dr. Jart+","cicapair intensive soothinml repair cream 50ml","$86.00","3.0","(1 reviews)",NA,NA,NA,"4 ","5 ","Cicapair Intensive Soothing Repair Cream 50ml",50,0,0,0,0,0,50,86,1.72,86
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/summer-fridays/rich-cushion-cream-I-062505/?cgpath=skincare-moisturiser",11,"Summer Fridays","rich cushion cream 50ml","$86.00","4.6","(45 reviews)",NA,NA,NA,"4 ","5 ","Rich Cushion Cream 50ml",50,0,0,0,0,0,50,86,1.72,86
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/nars/light-reflecting-moisturiser-I-053367/?cgpath=skincare-moisturiser",11,"NARS","limlht reflectinml moisturiser 50ml","$86.00","4.5","(13 reviews)",NA,NA,NA,"4 ","5 ","Light Reflecting Moisturiser 50ml",50,0,0,0,0,0,50,86,1.72,86
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/ere-perez/papaya-sos-marmalade-I-044975/?cgpath=skincare-moisturiser",11,"Ere Perez","papaya sos marmalade 30ml","$52.00","4.8","(10 reviews)",NA,NA,NA,"4 ","5 ","Papaya Sos Marmalade 30g",30,0,0,0,0,0,30,52,1.73333333333333,86.6666666666667
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/shiseido/white-lucent-overnight-cream-mask-I-040646/?cgpath=skincare-moisturiser",11,"Shiseido","white lucent overnimlht cream & mask 75ml","$131.00","4.9","(21 reviews)",NA,NA,NA,"4 ","5 ","White Lucent Overnight Cream & Mask 75ml",75,0,0,0,0,0,75,131,1.74666666666667,87.3333333333333
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/ren-clean-skincare/glow-daily-vitamin-c-gel-cream-V-049121/?cgpath=skincare-moisturiser",11,"REN Clean Skincare","mllow daily vitamin cmlel cream","$31.00 - $88.00","4.6","(7 reviews)","15ml ","50ml ","1 ","2 ","3 ","Glow Daily Vitamin C Gel Cream",0,15,50,0,0,0,50,88,1.76,88
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/ren-clean-skincare/evercalm-global-protection-day-cream-V-848899/?cgpath=skincare-moisturiser",11,"REN Clean Skincare","evercalmmllobal protection day cream","$31.00 - $88.00","4.3","(10 reviews)","15ml ","50ml ","1 ","2 ","3 ","Evercalm Global Protection Day Cream",0,15,50,0,0,0,50,88,1.76,88
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/kiehls/ufa-barrier-cream-I-058158/?cgpath=skincare-moisturiser",11,"Kiehl's","ufa barrier cream 50ml","$88.00","4.2","(4 reviews)",NA,NA,NA,"4 ","5 ","UFA Barrier Cream 50ml",50,0,0,0,0,0,50,88,1.76,88
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/skyn-iceland/the-antidote-cooling-daily-lotion-n-I-062814/?cgpath=skincare-moisturiser",11,"skyn ICELAND","the antidote coolinml daily lotion n 47ml","$83.00","4.0","(1 reviews)",NA,NA,NA,"4 ","5 ","The Antidote Cooling Daily Lotion N 47ml",47,0,0,0,0,0,47,83,1.76595744680851,88.2978723404255
