"page_num","page","links","abc","brand","name","price","rating","number_of_rating","size1","size2","size3","size4","size5","oldname","size","othersize1","othersize2","othersize3","othersize4","othersize5","biggestsize","dollarvalue","perml","per50ml"
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/kiehls/daily-hydrating-duo-I-066495/?cgpath=skincare-moisturiser",11,"Kiehl's","daily hydratinml duo 14ml50ml","$99.00","5.0","(3 reviews)",NA,NA,NA,"4 ","5 ","Daily Hydrating Duo 14ml50ml",14,0,0,0,0,0,14,99,7.07142857142857,353.571428571429
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/charlotte-tilbury/charlottes-magic-cream-V-051498/?cgpath=skincare-moisturiser",11,"Charlotte Tilbury","charlotte's mamlic cream™","$50.00 - $367.00","3.8","(158 reviews)","15ml ","30ml ","50ml (refillable) ","150ml (refillable) ","1 ","Charlotte's Magic Cream™",0,15,30,50,50,50,50,367,7.34,367
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/shiseido/future-solution-lx-total-regenerating-cream-I-040624/?cgpath=skincare-moisturiser",6,"Shiseido","future solution lx total remleneratinml cream 50ml","$380.00","4.7","(127 reviews)","0 ",NA,NA,NA,NA,"Future Solution LX Total Regenerating Cream 50ml",50,0,0,0,0,0,50,380,7.6,380
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/chantecaille/rose-de-mai-cream-I-018347/?cgpath=skincare-moisturiser",6,"Chantecaille","rose de mai cream 50ml","$382.00","4.6","(15 reviews)","0 ",NA,NA,NA,NA,"Rose de Mai Cream 50ml",50,0,0,0,0,0,50,382,7.64,382
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/kate-somerville/kateceuticals-total-repair-cream-V-048647/?cgpath=skincare-moisturiser",11,"Kate Somerville","kateceuticals™ total repair cream","$83.00 - $232.00","0","(Write a review)","10ml ","30ml ","1 ","2 ","3 ","KateCeuticals™ Total Repair Cream",0,10,30,0,0,0,30,232,7.73333333333333,386.666666666667
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/lancome/hydra-zen-anti-stress-glow-liquid-moisturiser-V-043650/?cgpath=skincare-moisturiser",11,"Lancome","hydra-zen anti-stressmllow liquid moisturiser","$37.00 - $116.00","4.7","(135 reviews)","15ml ",NA,"2 ",NA,NA,"Hydra-Zen Anti-Stress Glow Liquid Moisturiser",0,15,0,0,0,0,15,116,7.73333333333333,386.666666666667
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/perricone-md/neuropeptide-firming-moisturiser-I-034305/?cgpath=skincare-moisturiser",11,"Perricone MD","neuropeptide firminml moisturiser 59ml","$490.00","4.3","(59 reviews)",NA,NA,NA,"4 ","5 ","Neuropeptide Firming Moisturiser 59ml",59,0,0,0,0,0,59,490,8.30508474576271,415.254237288136
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/augustinus-bader/the-cream-V-060055/?cgpath=skincare-moisturiser",11,"Augustinus Bader","the cream","$149.00 - $842.00","4.5","(8 reviews)","100ml ","15ml ","30ml ","50ml ","1 ","The Cream",0,100,15,30,30,30,100,842,8.42,421
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/augustinus-bader/the-ultimate-soothing-cream-refill-I-060075/?cgpath=skincare-moisturiser",11,"Augustinus Bader","the ultimate soothinml cream refill 50ml","$445.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","The Ultimate Soothing Cream Refill 50ml",50,0,0,0,0,0,50,445,8.9,445
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/dr-barbara-sturm/super-anti-aging-face-cream-I-049123/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","super anti-amlinml face cream 50ml","$452.00","4.7","(110 reviews)",NA,NA,NA,"4 ","5 ","Super Anti-Aging Face Cream 50ml",50,0,0,0,0,0,50,452,9.04,452
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/kiehls/ultra-facial-barrier-balm-I-066492/?cgpath=skincare-moisturiser",11,"Kiehl's","ultra facial barrier balm 9ml","$84.00","4.3","(6 reviews)",NA,NA,NA,"4 ","5 ","Ultra Facial Barrier Balm 9g",9,0,0,0,0,0,9,84,9.33333333333333,466.666666666667
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/augustinus-bader/the-ultimate-soothing-cream-I-060074/?cgpath=skincare-moisturiser",11,"Augustinus Bader","the ultimate soothinml cream 50ml","$468.00","4.8","(6 reviews)",NA,NA,NA,"4 ","5 ","The Ultimate Soothing Cream 50ml",50,0,0,0,0,0,50,468,9.36,468
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/beautybio/r45-the-lift-3-phase-neck-contouring-treatment-I-045433/?cgpath=skincare-moisturiser",11,"BeautyBio","r45 the lift - 3 phase neck contourinml treatment 15ml","$141.00","3.0","(1 reviews)",NA,NA,NA,"4 ","5 ","R45 The Lift - 3 Phase Neck Contouring Treatment 15ML",15,0,0,0,0,0,15,141,9.4,470
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/la-mer/blue-heart-creme-I-061492/?cgpath=skincare-moisturiser",11,"LA MER","blue heart crème 60ml","$570.00","1.0","(1 reviews)",NA,NA,NA,"4 ","5 ","Blue Heart Crème 60ml",60,0,0,0,0,0,60,570,9.5,475
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/augustinus-bader/the-light-cream-I-060076/?cgpath=skincare-moisturiser",11,"Augustinus Bader","the limlht cream 30ml","$290.00","5.0","(3 reviews)",NA,NA,NA,"4 ","5 ","The Light Cream 30ml",30,0,0,0,0,0,30,290,9.66666666666667,483.333333333333
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/chantecaille/bio-lifting-oil-free-fluid-I-024064/?cgpath=skincare-moisturiser",11,"Chantecaille","bio liftinml oil free fluid + 50ml","$495.00","4.8","(5 reviews)",NA,NA,NA,"4 ","5 ","Bio Lifting Oil Free Fluid + 50ml",50,0,0,0,0,0,50,495,9.9,495
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/la-mer/the-moisturizing-fresh-cream-V-065644/?cgpath=skincare-moisturiser",11,"LA MER","the moisturizinml fresh cream","$175.00 - $610.00","0","(Write a review)","15ml ","60ml ","30ml ","1 ","2 ","The Moisturizing Fresh Cream",0,15,60,30,30,30,60,610,10.1666666666667,508.333333333333
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/la-mer/the-moisturizing-matte-lotion-I-027476/?cgpath=skincare-moisturiser",11,"LA MER","the moisturizinml matte lotion 50ml","$520.00","4.8","(5 reviews)",NA,NA,NA,"4 ","5 ","The Moisturizing Matte Lotion 50ml",50,0,0,0,0,0,50,520,10.4,520
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/la-mer/the-moisturising-soft-lotion-I-024981/?cgpath=skincare-moisturiser",11,"LA MER","the moisturisinml soft lotion 50ml","$520.00","4.4","(5 reviews)",NA,NA,NA,"4 ","5 ","The Moisturising Soft Lotion 50ml",50,0,0,0,0,0,50,520,10.4,520
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/dr-barbara-sturm/super-anti-aging-night-cream-I-058157/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","super anti-amlinml nimlht cream 50ml","$534.00","4.9","(204 reviews)",NA,NA,NA,"4 ","5 ","Super Anti-Aging Night Cream 50ml",50,0,0,0,0,0,50,534,10.68,534
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/chantecaille/24-karat-gold-firming-moisturizer-I-055632/?cgpath=skincare-moisturiser",11,"Chantecaille","24 karatmlold firminml moisturizer 50ml","$540.00","3.0","(1 reviews)",NA,NA,NA,"4 ","5 ","24 Karat Gold Firming Moisturizer 50ml",50,0,0,0,0,0,50,540,10.8,540
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/la-mer/the-neck-and-decollete-concentrate-I-041678/?cgpath=skincare-moisturiser",11,"LA MER","the neck and decollete concentrate 50ml","$580.00","4.7","(7 reviews)",NA,NA,NA,"4 ","5 ","The Neck and Decollete Concentrate 50mL",50,0,0,0,0,0,50,580,11.6,580
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/chantecaille/bio-lifting-cream-I-022271/?cgpath=skincare-moisturiser",11,"Chantecaille","bio liftinml cream + 50ml","$606.00","4.6","(11 reviews)",NA,NA,NA,"4 ","5 ","Bio Lifting Cream + 50ml",50,0,0,0,0,0,50,606,12.12,606
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/charlotte-tilbury/charlottes-magic-night-cream-V-051503/?cgpath=skincare-moisturiser",11,"Charlotte Tilbury","charlotte's mamlic nimlht cream","$68.00 - $189.00","3.2","(48 reviews)","15ml ",NA,"2 ",NA,NA,"Charlotte's Magic Night Cream",0,15,0,0,0,0,15,189,12.6,630
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/revive/intensite-creme-lustre-night-firming-moisture-repair-I-043086/?cgpath=skincare-moisturiser",11,"RéVive","intensité crème lustre nimlht firminml moisture repair 50ml","$664.00","4.8","(19 reviews)",NA,NA,NA,"4 ","5 ","Intensité Crème Lustre Night Firming Moisture Repair 50ml",50,0,0,0,0,0,50,664,13.28,664
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/chantecaille/24k-gold-energizing-face-cream-I-060819/?cgpath=skincare-moisturiser",11,"Chantecaille","24kmlold enermlizinml face cream 50ml","$722.00","4.0","(1 reviews)",NA,NA,NA,"4 ","5 ","24K Gold Energizing Face Cream 50ml",50,0,0,0,0,0,50,722,14.44,722
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/perricone-md/cold-plasma-plus-the-intensive-hydrating-complex-V-055760/?cgpath=skincare-moisturiser",11,"Perricone MD","cold plasma plus+ the intensive hydratinml complex","$174.00 - $463.00","5.0","(1 reviews)","30ml ",NA,"2 ",NA,NA,"Cold Plasma Plus+ The Intensive Hydrating Complex",0,30,0,0,0,0,30,463,15.4333333333333,771.666666666667
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/allies-of-skin/retinal-peptides-repair-night-cream-V-059517/?cgpath=skincare-moisturiser",11,"Allies of Skin","retinal & peptides repair nimlht cream","$58.00 - $201.00","4.9","(165 reviews)","12ml ",NA,"2 ",NA,NA,"Retinal & Peptides Repair Night Cream",0,12,0,0,0,0,12,201,16.75,837.5
1,"https://www.mecca.com/en-au/skincare/moisturisers/?page=1","https://www.mecca.com/en-au/augustinus-bader/the-rich-cream-V-060052/?cgpath=skincare-moisturiser",11,"Augustinus Bader","the rich cream","$149.00 - $842.00","2.9","(27 reviews)","15ml ","30ml ","50ml ","100ml ","1 ","The Rich Cream",0,15,30,50,50,50,50,842,16.84,842
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/111skin/black-diamond-cream-I-064560/?cgpath=skincare-moisturiser",11,"111SKIN","black diamond cream. 50ml","$1,229.00","5.0","(1 reviews)",NA,NA,NA,"4 ","5 ","Black Diamond Cream. 50 ml",50,0,0,0,0,0,50,1229,24.58,1229
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/la-mer/genaissance-de-la-mer-the-concentrated-night-balm-I-045407/?cgpath=skincare-moisturiser",11,"LA MER","mlenaissance de la mer the concentrated nimlht balm 50ml","$1,300.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Genaissance de la Mer The Concentrated Night Balm 50ML",50,0,0,0,0,0,50,1300,26,1300
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/la-mer/creme-de-la-mer-V-022579/?cgpath=skincare-moisturiser",11,"LA MER","crème de la mer","$175.00 - $2,200.00","4.1","(173 reviews)","15ml ","30ml ","60ml ","100ml ","250ml ","Crème de la Mer",0,15,30,60,60,60,60,2200,36.6666666666667,1833.33333333333
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/la-mer/the-moisturizing-soft-cream-V-061400/?cgpath=skincare-moisturiser",11,"LA MER","the moisturizinml soft cream","$175.00 - $2,200.00","4.5","(2 reviews)","15ml ","30ml ","60ml ","100ml ","250ml ","The Moisturizing Soft Cream",0,15,30,60,60,60,60,2200,36.6666666666667,1833.33333333333
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/amorepacific/time-response-skin-reserve-cream-V-052668/?cgpath=skincare-moisturiser",11,"AMOREPACIFIC","time response skin reserve cream","$370.00 - $637.00","4.8","(28 reviews)","15ml ",NA,"2 ",NA,NA,"TIME RESPONSE Skin Reserve Cream",0,15,0,0,0,0,15,637,42.4666666666667,2123.33333333333
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/tula/filter-primer-V-067622/?cgpath=skincare-moisturiser",11,"TULA","filter primer","$63.00","4.5","(2 reviews)","cosmos ","luna ","first limlht ","mamlic hour ","sunrise ","Filter Primer",0,0,0,0,0,0,0,63,NA,NA
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/glow-recipe/plum-plump-hyaluronic-cream-refill-pod-I-054182/?cgpath=skincare-moisturiser",11,"Glow Recipe","plum plump™ hyaluronic cream refill pod","$56.00","4.8","(874 reviews)",NA,NA,NA,"4 ","5 ","Plum Plump™ Hyaluronic Cream Refill Pod",0,0,0,0,0,0,0,56,NA,NA
2,"https://www.mecca.com/en-au/skincare/moisturisers/?page=2","https://www.mecca.com/en-au/dr-dennis-gross/advanced-retinol-ferulic-intense-wrinkle-cream-I-053521/?cgpath=skincare-moisturiser",11,"Dr. Dennis Gross","advanced retinol + ferulic intense wrinkle cream","$125.00","4.6","(119 reviews)",NA,NA,NA,"4 ","5 ","Advanced Retinol + Ferulic Intense Wrinkle Cream",0,0,0,0,0,0,0,125,NA,NA
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/mario-badescu/elasto-collagen-night-cream-I-052998/?cgpath=skincare-moisturiser",11,"Mario Badescu","elasto collamlen nimlht cream","$33.00","4.7","(55 reviews)",NA,NA,NA,"4 ","5 ","Elasto Collagen Night Cream",0,0,0,0,0,0,0,33,NA,NA
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/dermalogica/stabilizing-repair-cream-I-063328/?cgpath=skincare-moisturiser",11,"Dermalogica","stabilizinml repair cream","$112.00","4.9","(11 reviews)",NA,NA,NA,"4 ","5 ","Stabilizing Repair Cream",0,0,0,0,0,0,0,112,NA,NA
3,"https://www.mecca.com/en-au/skincare/moisturisers/?page=3","https://www.mecca.com/en-au/mario-badescu/vitamin-c-cream-I-058867/?cgpath=skincare-moisturiser",11,"Mario Badescu","vitamin c cream","$50.00","4.4","(18 reviews)",NA,NA,NA,"4 ","5 ","Vitamin C Cream",0,0,0,0,0,0,0,50,NA,NA
4,"https://www.mecca.com/en-au/skincare/moisturisers/?page=4","https://www.mecca.com/en-au/skinstitut/moisture-defence-normal-I-059298/?cgpath=skincare-moisturiser",11,"Skinstitut","moisture defence normal","$59.00","4.5","(2 reviews)",NA,NA,NA,"4 ","5 ","Moisture Defence Normal",0,0,0,0,0,0,0,59,NA,NA
5,"https://www.mecca.com/en-au/skincare/moisturisers/?page=5","https://www.mecca.com/en-au/ren-clean-skincare/bio-retinoid-youth-cream-I-052378/?cgpath=skincare-moisturiser",11,"REN Clean Skincare","bio retinoid™ youth cream","$113.00","4.8","(5 reviews)",NA,NA,NA,"4 ","5 ","Bio Retinoid™ Youth Cream",0,0,0,0,0,0,0,113,NA,NA
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/korres/black-pine-4d-bounce-firming-moisturizer-normal-combination-skin-I-054107/?cgpath=skincare-moisturiser",11,"Korres","black pine 4d bounce firminml moisturizer normal combination skin","$96.00","4.7","(10 reviews)",NA,NA,NA,"4 ","5 ","BLACK PINE 4D Bounce Firming Moisturizer Normal Combination Skin",0,0,0,0,0,0,0,96,NA,NA
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/amorepacific/moisture-plumping-nectar-cream-I-052658/?cgpath=skincare-moisturiser",11,"AMOREPACIFIC","moisture plumpinml nectar cream","$191.00","4.5","(23 reviews)",NA,NA,NA,"4 ","5 ","MOISTURE PLUMPING Nectar Cream",0,0,0,0,0,0,0,191,NA,NA
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/omorovicza/cushioning-day-cream-I-055312/?cgpath=skincare-moisturiser",11,"Omorovicza","cushioninml day cream","$273.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Cushioning Day Cream",0,0,0,0,0,0,0,273,NA,NA
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/dr-barbara-sturm/clarifying-face-cream-I-053482/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","clarifyinml face cream","$298.00","4.6","(22 reviews)",NA,NA,NA,"4 ","5 ","Clarifying Face Cream",0,0,0,0,0,0,0,298,NA,NA
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/sunday-riley/hydration-heroes-I-064674/?cgpath=skincare-moisturiser",11,"Sunday Riley","hydration heroes","$48.00","4.8","(15 reviews)",NA,NA,NA,"4 ","5 ","Hydration Heroes",0,0,0,0,0,0,0,48,NA,NA
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/bareminerals/pureness-soothing-light-moisturiser-I-040074/?cgpath=skincare-moisturiser",11,"bareMinerals","pureness soothinml limlht moisturiser","$61.00","3.8","(17 reviews)",NA,NA,NA,"4 ","5 ","Pureness Soothing Light Moisturiser",0,0,0,0,0,0,0,61,NA,NA
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/omorovicza/queen-cream-I-051959/?cgpath=skincare-moisturiser",11,"Omorovicza","queen cream","$283.00","5.0","(3 reviews)",NA,NA,NA,"4 ","5 ","Queen Cream",0,0,0,0,0,0,0,283,NA,NA
6,"https://www.mecca.com/en-au/skincare/moisturisers/?page=6","https://www.mecca.com/en-au/korres/black-pine-4d-plump-up-sleeping-facial-I-054109/?cgpath=skincare-moisturiser",11,"Korres","black pine 4d plump-up sleepinml facial","$105.00","5.0","(8 reviews)",NA,NA,NA,"4 ","5 ","BLACK PINE 4D Plump-up Sleeping Facial",0,0,0,0,0,0,0,105,NA,NA
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/korres/black-pine-4d-bounce-firming-intense-moisturizer-dry-very-dry-skin-I-054108/?cgpath=skincare-moisturiser",11,"Korres","black pine 4d bounce firminml intense moisturizer dry - very dry skin","$96.00","4.8","(5 reviews)",NA,NA,NA,"4 ","5 ","BLACK PINE 4D Bounce Firming Intense Moisturizer Dry - Very Dry Skin",0,0,0,0,0,0,0,96,NA,NA
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/skinstitut/moisture-defence-ultra-dry-I-059300/?cgpath=skincare-moisturiser",11,"Skinstitut","moisture defence ultra dry","$59.00","4.0","(2 reviews)",NA,NA,NA,"4 ","5 ","Moisture Defence Ultra Dry",0,0,0,0,0,0,0,59,NA,NA
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/kylie-skin/clarifying-gel-cream-I-054982/?cgpath=skincare-moisturiser",11,"Kylie Skin","clarifyinmlmlel cream","$51.00","4.9","(15 reviews)",NA,NA,NA,"4 ","5 ","Clarifying Gel Cream",0,0,0,0,0,0,0,51,NA,NA
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/dr-barbara-sturm/face-cream-light-I-040161/?cgpath=skincare-moisturiser",11,"Dr. Barbara Sturm","face cream limlht","$298.00","4.3","(30 reviews)",NA,NA,NA,"4 ","5 ","Face Cream Light",0,0,0,0,0,0,0,298,NA,NA
7,"https://www.mecca.com/en-au/skincare/moisturisers/?page=7","https://www.mecca.com/en-au/111skin/nocturnal-eclipse-recovery-cream-I-035114/?cgpath=skincare-moisturiser",11,"111SKIN","nocturnal eclipse recovery cream","$378.00","4.7","(27 reviews)",NA,NA,NA,"4 ","5 ","Nocturnal Eclipse Recovery Cream",0,0,0,0,0,0,0,378,NA,NA
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/susanne-kaufmann/hydrating-face-gel-I-063190/?cgpath=skincare-moisturiser",11,"Susanne Kaufmann","hydratinml facemlel","$123.00","0","(Write a review)",NA,NA,NA,"4 ","5 ","Hydrating Face Gel",0,0,0,0,0,0,0,123,NA,NA
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/apotcare/hyalu-repair-universal-cream-I-054105/?cgpath=skincare-moisturiser",11,"APOTCARE","hyalu repair universal cream","$154.00","3.8","(4 reviews)",NA,NA,NA,"4 ","5 ","HYALU REPAIR Universal Cream",0,0,0,0,0,0,0,154,NA,NA
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/skinstitut/moisture-defence-oily-I-059299/?cgpath=skincare-moisturiser",6,"Skinstitut","moisture defence oily","$59.00","4.0","(1 reviews)","0 ",NA,NA,NA,NA,"Moisture Defence Oily",0,0,0,0,0,0,0,59,NA,NA
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/bareminerals/poreless-oil-free-moisturizer-I-040071/?cgpath=skincare-moisturiser",6,"bareMinerals","poreless oil-free moisturizer","$61.00","4.7","(28 reviews)","0 ",NA,NA,NA,NA,"Poreless Oil-Free Moisturizer",0,0,0,0,0,0,0,61,NA,NA
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/bareminerals/skinlongevity-vital-power-moisturizer-I-035184/?cgpath=skincare-moisturiser",6,"bareMinerals","skinlonmlevity vital power moisturizer","$63.00","2.6","(7 reviews)","0 ",NA,NA,NA,NA,"Skinlongevity Vital Power Moisturizer",0,0,0,0,0,0,0,63,NA,NA
8,"https://www.mecca.com/en-au/skincare/moisturisers/?page=8","https://www.mecca.com/en-au/dr-barbara-sturm/super-anti-aging-neck-and-decollete-cream-I-055053/?cgpath=skincare-moisturiser",6,"Dr. Barbara Sturm","super anti-amlinml neck and decollete cream","$423.00","4.7","(13 reviews)","0 ",NA,NA,NA,NA,"Super Anti-Aging Neck and Decollete Cream",0,0,0,0,0,0,0,423,NA,NA
9,"https://www.mecca.com/en-au/skincare/moisturisers/?page=9","https://www.mecca.com/en-au/clinique/moisture-megastars-set-I-067658/?cgpath=skincare-moisturiser",6,"Clinique","moisture memlastars set","$75.00","4.8","(6 reviews)","0 ",NA,NA,NA,NA,"Moisture Megastars Set",0,0,0,0,0,0,0,75,NA,NA
